Datum;ID_Omg;Vecka;M1-1;M1-X;M1-2;M2-1;M2-X;M2-2;M3-1;M3-X;M3-2;M4-1;M4-X;M4-2;M5-1;M5-X;M5-2;M6-1;M6-X;M6-2;M7-1;M7-X;M7-2;M8-1;M8-X;M8-2;M9-1;M9-X;M9-2;M10-1;M10-X;M10-2;M11-1;M11-X;M11-2;M12-1;M12-X;M12-2;M13-1;M13-X;M13-2;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;M13;13 rätt;12 rätt;11 rätt;10 rätt;Vinnare 13;Vinnare 12;Vinnare 11;Vinnare 10;Omsättning;JackPott_Milj;Correct_Row;True_Rank
2022-12-11;2221;49;58.0;25.0;17.0;47.0;30.0;23.0;56.0;28.0;16.0;43;28.0;29.0;44;30.0;26.0;49.0;31.0;20.0;40.0;30.0;30.0;25;30.0;45.0;40.0;33.0;27.0;38.0;29.0;33.0;49.0;27.0;24.0;38.0;32.0;30.0;60.0;25.0;15.0;X;1;2;1;2;1;X;X;1;X;1;X;1;262376;4180;167;44;5.0;177.0;2406;19008;5175073;;X12121XX1X1X1;241049
2022-12-16;2223;50;45.0;29.0;26.0;46.0;31.0;23.0;50.0;26.0;24.0;50;25.0;25.0;36;27.0;37.0;47.0;25.0;28.0;37.0;27.0;36.0;38;26.0;36.0;33.0;26.0;41.0;59.0;22.0;19.0;55.0;21.0;24.0;76.0;15.0;9.0;35.0;27.0;38.0;1;X;1;2;2;2;2;1;2;X;X;1;2;127223;3483;155;42;5.0;103.0;1262;9576;2509336;;1X1222212XX12;213974
2022-12-18;2224;50;34.0;32.0;34.0;32.0;32.0;36.0;47.0;28.0;25.0;40;32.0;28.0;44;27.0;29.0;30.0;33.0;37.0;39.0;33.0;28.0;26;28.0;46.0;39.0;31.0;30.0;17.0;21.0;62.0;13.0;20.0;67.0;62.0;22.0;16.0;52.0;24.0;24.0;X;1;1;X;X;1;1;2;1;2;2;1;1;8293;216;0;0;159.0;3438.0;29350;137362;5202038;;X11XX11212211;2064
2022-12-21;2225;51;69.0;19.0;12.0;32.0;27.0;41.0;11.0;18.0;71.0;32;29.0;39.0;55;24.0;21.0;67.0;18.0;15.0;60.0;23.0;17.0;54;24.0;22.0;75.0;15.0;10.0;50.0;24.0;26.0;32.0;33.0;35.0;37.0;30.0;33.0;45.0;26.0;29.0;1;2;X;1;X;1;2;X;1;1;1;2;1;594827;4481;170;45;4.0;142.0;2033;15729;4450574;2.0;12X1X12X11121;121191
2022-12-29;2226;52;35.0;28.0;37.0;76.0;16.0;8.0;64.0;21.0;15.0;30;32.0;38.0;29;29.0;42.0;39.0;27.0;34.0;22.0;25.0;53.0;46;28.0;26.0;44.0;28.0;28.0;49.0;26.0;25.0;46.0;26.0;28.0;49.0;26.0;25.0;34.0;29.0;37.0;X;1;1;X;1;2;2;X;1;X;2;1;2;15843;464;30;0;118.0;2269.0;18907;98202;7374901;;X11X122X1X212;44360
2023-01-01;2227;52;57.0;23.0;20.0;18.0;24.0;58.0;33.0;28.0;39.0;48;26.0;26.0;59;24.0;17.0;32.0;29.0;39.0;49.0;26.0;25.0;28;27.0;45.0;34.0;28.0;38.0;69.0;18.0;13.0;65.0;20.0;15.0;47.0;31.0;22.0;47.0;29.0;24.0;2;X;X;X;1;2;2;1;2;2;1;1;1;3197874;26230;904;166;1.0;43.0;680;7684;7887390;3.0;2XXX122122111;489077
2023-01-04;2228;1;47.0;27.0;26.0;28.0;28.0;44.0;37.0;27.0;36.0;48;28.0;24.0;41;28.0;31.0;18.0;25.0;57.0;56.0;24.0;20.0;60;24.0;16.0;14.0;21.0;65.0;32.0;29.0;39.0;19.0;24.0;57.0;18.0;25.0;57.0;29.0;28.0;43.0;X;2;X;2;1;2;X;X;2;1;2;2;X;70476;1718;87;27;22.0;509.0;5454;35564;6116323;;X2X212XX2122X;118028
2023-01-08;2229;1;65.0;21.0;14.0;24.0;25.0;51.0;50.0;25.0;25.0;31;28.0;41.0;55;27.0;18.0;41.0;29.0;30.0;49.0;27.0;24.0;13;21.0;66.0;62.0;22.0;16.0;36.0;31.0;33.0;43.0;27.0;30.0;36.0;28.0;36.0;37.0;30.0;33.0;1;X;2;2;1;2;X;2;X;X;2;2;1;254653;5223;217;57;8.0;220.0;2879;22847;8036403;;1X2212X2XX221;203470
2023-01-11;2230;2;9.0;16.0;75.0;35.0;31.0;34.0;63.0;22.0;15.0;61;23.0;16.0;35;28.0;37.0;31.0;30.0;39.0;25.0;26.0;49.0;24;26.0;50.0;25.0;25.0;50.0;54.0;25.0;21.0;28.0;29.0;43.0;26.0;27.0;47.0;20.0;23.0;57.0;1;X;X;X;2;2;X;1;X;1;X;X;2;0;145486;3149;565;0.0;5.0;126;1461;5086946;;1XXX22X1X1XX2;1117073
2023-01-15;2231;2;58.0;25.0;17.0;30.0;26.0;44.0;63.0;22.0;15.0;49;28.0;23.0;68;19.0;13.0;47.0;27.0;26.0;58.0;25.0;17.0;20;25.0;55.0;37.0;28.0;35.0;38.0;30.0;32.0;17.0;21.0;62.0;48.0;27.0;25.0;52.0;25.0;23.0;1;2;1;2;1;1;2;X;2;X;1;X;X;1336580;18267;618;136;3.0;84.0;1353;12771;10730572;3.0;1212112X2X1XX;325217
2023-01-18;2232;3;22.0;26.0;52.0;71.0;17.0;12.0;33.0;29.0;38.0;62;23.0;15.0;18;25.0;57.0;46.0;28.0;26.0;26.0;29.0;45.0;61;21.0;18.0;52.0;26.0;22.0;85.0;10.0;5.0;44.0;26.0;30.0;11.0;18.0;71.0;38.0;29.0;33.0;X;1;2;1;2;X;2;2;1;1;1;2;2;14784;339;18;0;90.0;2214.0;22469;123934;5248826;;X1212X2211122;3572
2023-01-22;2233;3;49.0;26.0;25.0;80.0;13.0;7.0;39.0;27.0;34.0;46;27.0;27.0;21;27.0;52.0;42.0;28.0;30.0;33.0;28.0;39.0;26;30.0;44.0;72.0;16.0;12.0;36.0;25.0;39.0;24.0;27.0;49.0;25.0;30.0;45.0;43.0;31.0;26.0;1;1;X;X;2;X;2;X;1;2;2;2;2;26427;462;25;0;139.0;3441.0;33380;183249;11125964;;11XX2X2X12222;12248
2023-01-17;2234;4;31.0;28.0;41.0;19.0;26.0;55.0;79.0;12.0;9.0;33;28.0;39.0;47;26.0;27.0;51.0;26.0;23.0;13.0;20.0;67.0;45;28.0;27.0;19.0;25.0;56.0;36.0;28.0;36.0;32.0;29.0;39.0;28.0;28.0;44.0;42.0;26.0;32.0;1;2;X;2;X;X;2;X;2;2;2;2;1;576805;3248;111;30;6.0;287.0;4570;34927;6520176;3.5;12X2XX2X22221;171688
2023-01-28;2235;4;55.0;25.0;20.0;61.0;24.0;15.0;44.0;29.0;27.0;57;24.0;19.0;33;31.0;36.0;28.0;29.0;43.0;38.0;29.0;33.0;21;26.0;53.0;76.0;14.0;10.0;40.0;29.0;31.0;42.0;29.0;29.0;39.0;26.0;35.0;25.0;26.0;49.0;1;2;X;X;1;2;2;2;X;X;2;2;X;0;109513;2283;420;0.0;13.0;340;3849;9955777;;12XX1222XX22X;957448
2023-02-01;2236;5;69.0;19.0;12.0;18.0;22.0;60.0;70.0;18.0;12.0;15;18.0;67.0;71;17.0;12.0;51.0;31.0;18.0;60.0;22.0;18.0;64;20.0;16.0;14.0;16.0;70.0;49.0;27.0;24.0;45.0;27.0;28.0;37.0;28.0;35.0;49.0;27.0;24.0;1;2;2;2;1;2;1;X;2;1;1;2;2;83620;779;32;0;59.0;1745.0;22705;153070;9506099;4.0;1222121X21122;19611
2023-02-05;2237;5;21.0;22.0;57.0;36.0;28.0;36.0;48.0;27.0;25.0;52;27.0;21.0;41;31.0;28.0;71.0;18.0;11.0;67.0;21.0;12.0;43;29.0;28.0;19.0;21.0;60.0;45.0;26.0;29.0;56.0;24.0;20.0;41.0;27.0;32.0;38.0;30.0;32.0;1;1;1;2;1;1;2;1;2;2;2;2;X;534829;8087;352;89;9.0;228.0;2854;23425;12894362;4.0;111211212222X;443136
2023-02-07;2238;6;15.0;23.0;62.0;44.0;29.0;27.0;51.0;27.0;22.0;22;27.0;51.0;24;26.0;50.0;65.0;21.0;14.0;50.0;26.0;24.0;22;27.0;51.0;33.0;29.0;38.0;41.0;28.0;31.0;22.0;24.0;54.0;65.0;20.0;15.0;31.0;26.0;43.0;2;X;1;1;1;1;X;2;1;2;2;1;X;84533;1534;67;20;15.0;466.0;5818;39750;5002002;;2X1111X21221X;37684
2023-02-12;2239;6;24.0;25.0;51.0;78.0;14.0;8.0;23.0;25.0;52.0;27;30.0;43.0;34;32.0;34.0;51.0;27.0;22.0;43.0;29.0;28.0;35;30.0;35.0;36.0;26.0;38.0;34.0;26.0;40.0;41.0;27.0;32.0;48.0;27.0;25.0;36.0;31.0;33.0;2;1;2;2;X;1;2;2;1;1;1;1;2;6185;212;0;0;485.0;7834.0;62824;289875;11656368;3.0;2122X12211112;1095
2023-02-14;2240;7;32.0;27.0;41.0;38.0;28.0;34.0;24.0;26.0;50.0;80;13.0;7.0;50;26.0;24.0;36.0;30.0;34.0;42.0;27.0;31.0;47;26.0;27.0;56.0;25.0;19.0;58.0;25.0;17.0;39.0;29.0;32.0;54.0;24.0;22.0;34.0;29.0;37.0;2;1;2;1;X;X;2;1;1;X;1;X;1;310470;2101;88;26;16.0;581.0;7504;51891;8537160;4.5;2121XX211X1X1;74244
2023-02-19;2241;7;60.0;22.0;18.0;52.0;25.0;23.0;46.0;29.0;25.0;39;31.0;30.0;59;25.0;16.0;17.0;24.0;59.0;60.0;23.0;17.0;19;24.0;57.0;54.0;24.0;22.0;61.0;23.0;16.0;26.0;25.0;49.0;36.0;30.0;34.0;28.0;27.0;45.0;1;1;1;X;1;2;X;2;2;1;2;1;2;5930;154;0;0;395.0;8561.0;73848;337007;9241430;;111X12X221212;1852
2023-02-23;2242;8;40.0;27.0;33.0;58.0;24.0;18.0;23.0;26.0;51.0;42;25.0;33.0;44;25.0;31.0;25.0;25.0;50.0;42.0;28.0;30.0;57;23.0;20.0;44.0;28.0;28.0;25.0;27.0;48.0;54.0;24.0;22.0;49.0;26.0;25.0;48.0;26.0;26.0;1;1;2;2;1;2;1;1;1;X;1;1;2;13282;192;0;0;310.0;5567.0;43379;195319;7475439;3.5;112212111X112;642
2023-02-26;2243;8;43.0;28.0;29.0;41.0;30.0;29.0;57.0;24.0;19.0;14;19.0;67.0;56;26.0;18.0;49.0;28.0;23.0;35.0;25.0;40.0;49;26.0;25.0;72.0;17.0;11.0;43.0;26.0;31.0;51.0;25.0;24.0;58.0;23.0;19.0;31.0;25.0;44.0;1;1;X;1;1;2;2;2;1;X;X;1;2;988913;9342;345;79;5.0;190.0;2804;25385;12413116;4.0;11X112221XX12;235424
2023-03-01;2244;9;70.0;19.0;11.0;65.0;20.0;15.0;58.0;24.0;18.0;22;25.0;53.0;73;17.0;10.0;72.0;17.0;11.0;30.0;31.0;39.0;21;23.0;56.0;33.0;31.0;36.0;45.0;28.0;27.0;39.0;28.0;33.0;32.0;28.0;40.0;37.0;29.0;34.0;1;1;1;1;2;1;1;2;X;2;2;1;1;240656;2730;121;32;7.0;348.0;4263;33320;6645338;;11112112X2211;68136
2023-03-05;2245;9;39.0;26.0;35.0;35.0;31.0;34.0;36.0;31.0;33.0;70;19.0;11.0;42;29.0;29.0;64.0;21.0;15.0;21.0;24.0;55.0;33;30.0;37.0;35.0;27.0;38.0;61.0;22.0;17.0;38.0;28.0;34.0;45.0;27.0;28.0;43.0;26.0;31.0;1;X;1;1;X;1;X;X;2;1;X;1;2;56179;1357;70;23;89.0;1528.0;16072;98830;14503327;5.0;1X11X1XX21X12;41378
2023-03-09;2246;10;50.0;26.0;24.0;66.0;20.0;14.0;28.0;27.0;45.0;45;29.0;26.0;58;25.0;17.0;57.0;25.0;18.0;32.0;28.0;40.0;59;24.0;17.0;27.0;28.0;45.0;51.0;26.0;23.0;18.0;25.0;57.0;45.0;29.0;26.0;23.0;29.0;48.0;1;1;X;1;1;1;X;X;X;X;2;X;2;28270;782;43;15;59.0;1203.0;11768;68759;6579681;;11X111XXXX2X2;28496
2023-03-12;2247;10;71.0;18.0;11.0;17.0;22.0;61.0;58.0;24.0;18.0;43;28.0;29.0;39;26.0;35.0;28.0;29.0;43.0;51.0;25.0;24.0;37;31.0;32.0;57.0;25.0;18.0;32.0;29.0;39.0;42.0;30.0;28.0;29.0;25.0;46.0;48.0;27.0;25.0;X;2;1;X;X;2;X;X;2;X;X;2;2;1329775;40547;1479;281;2.0;37.0;553;6060;10491326;;X21XX2XX2XX22;714836
2023-03-16;2248;11;41.0;25.0;34.0;64.0;21.0;15.0;34.0;28.0;38.0;61;23.0;16.0;30;30.0;40.0;53.0;27.0;20.0;21.0;28.0;51.0;21;27.0;52.0;52.0;27.0;21.0;30.0;29.0;41.0;37.0;29.0;34.0;30.0;30.0;40.0;41.0;29.0;30.0;1;1;2;1;X;1;2;X;1;2;2;2;1;3457;110;0;0;456.0;8043.0;59678;244619;6219113;;1121X12X12221;802
2023-03-19;2249;11;75.0;16.0;9.0;66.0;20.0;14.0;47.0;27.0;26.0;49;27.0;24.0;35;31.0;34.0;19.0;27.0;54.0;45.0;26.0;29.0;33;31.0;36.0;32.0;30.0;38.0;20.0;20.0;60.0;39.0;30.0;31.0;64.0;20.0;16.0;32.0;27.0;41.0;1;1;1;2;1;2;1;1;2;1;1;2;2;330267;3473;130;32;14.0;508.0;7396;61868;12339466;4.5;1112121121122;61545
2023-03-23;2250;12;34.0;29.0;37.0;70.0;19.0;11.0;51.0;27.0;22.0;62;22.0;16.0;69;19.0;12.0;28.0;28.0;44.0;50.0;27.0;23.0;41;29.0;30.0;36.0;31.0;33.0;76.0;15.0;9.0;37.0;32.0;31.0;80.0;13.0;7.0;58.0;26.0;16.0;2;1;1;X;1;2;1;1;2;1;X;X;1;9323;260;16;0;140.0;2832.0;24531;121898;5149099;;211X121121XX1;16949
2023-03-26;2251;12;75.0;16.0;9.0;8.0;17.0;75.0;37.0;29.0;34.0;37;31.0;32.0;4;11.0;85.0;5.0;11.0;84.0;5.0;13.0;82.0;95;3.0;2.0;54.0;29.0;17.0;56.0;27.0;17.0;46.0;29.0;25.0;39.0;30.0;31.0;44.0;31.0;25.0;1;1;1;2;2;2;2;1;1;X;X;X;X;95060;521;19;0;29.0;2077.0;29639;188480;7574043;2.5;111222211XXXX;10747
2023-03-28;2252;13;18.0;25.0;57.0;28.0;28.0;44.0;70.0;19.0;11.0;79;14.0;7.0;78;16.0;6.0;54.0;25.0;21.0;46.0;27.0;27.0;58;24.0;18.0;33.0;29.0;38.0;35.0;29.0;36.0;35.0;31.0;34.0;38.0;27.0;35.0;55.0;23.0;22.0;1;2;1;1;X;2;X;2;1;X;1;X;X;0;204322;3482;598;0.0;4.0;128;1551;5715309;2.5;1211X2X21X1XX;709007
2023-04-02;2253;13;39.0;28.0;33.0;55.0;25.0;20.0;54.0;26.0;20.0;26;28.0;46.0;61;23.0;16.0;40.0;29.0;31.0;26.0;26.0;48.0;52;24.0;24.0;74.0;16.0;10.0;52.0;25.0;23.0;67.0;18.0;15.0;43.0;26.0;31.0;41.0;26.0;33.0;1;1;2;2;1;1;1;X;1;2;2;X;2;1031294;10697;399;96;6.0;185.0;2699;23280;13838861;6.0;1122111X122X2;304393
2023-04-04;2254;14;39.0;27.0;34.0;15.0;22.0;63.0;54.0;26.0;20.0;39;27.0;34.0;41;30.0;29.0;60.0;24.0;16.0;76.0;15.0;9.0;55;25.0;20.0;59.0;22.0;19.0;32.0;27.0;41.0;42.0;28.0;30.0;41.0;26.0;33.0;28.0;28.0;44.0;X;2;1;2;X;1;2;2;1;2;2;1;1;399546;8425;250;55;4.0;107.0;1960;18435;6304489;;X212X12212211;203763
2023-04-09;2255;14;38.0;26.0;36.0;44.0;28.0;28.0;33.0;29.0;38.0;25;28.0;47.0;57;25.0;18.0;51.0;24.0;25.0;47.0;27.0;26.0;19;24.0;57.0;21.0;24.0;55.0;25.0;26.0;49.0;49.0;24.0;27.0;40.0;26.0;34.0;37.0;31.0;32.0;X;2;1;2;2;1;1;X;X;X;1;1;1;1240100;24545;714;147;2.0;57.0;1068;10789;9783829;;X212211XXX111;530929
2023-04-13;2256;15;67.0;20.0;13.0;53.0;26.0;21.0;41.0;30.0;29.0;59;23.0;18.0;35;29.0;36.0;27.0;29.0;44.0;26.0;29.0;45.0;22;26.0;52.0;40.0;28.0;32.0;22.0;28.0;50.0;46.0;30.0;24.0;36.0;26.0;38.0;42.0;28.0;30.0;X;1;1;X;1;X;X;2;1;2;1;2;1;85693;1963;88;26;16.0;394.0;4753;32680;5408693;;X11X1XX212121;116286
2023-04-16;2257;15;18.0;23.0;59.0;16.0;22.0;62.0;51.0;28.0;21.0;26;27.0;47.0;55;27.0;18.0;31.0;28.0;41.0;27.0;27.0;46.0;49;26.0;25.0;54.0;26.0;20.0;16.0;24.0;60.0;44.0;29.0;27.0;35.0;28.0;37.0;34.0;27.0;39.0;2;X;1;1;X;1;1;1;1;X;2;2;X;2375965;20004;763;162;1.0;67.0;958;9388;9372644;;2X11X1111X22X;442040
2023-04-19;2258;16;34.0;26.0;40.0;44.0;27.0;29.0;39.0;29.0;32.0;64;21.0;15.0;30;28.0;42.0;21.0;27.0;52.0;44.0;27.0;29.0;48;28.0;24.0;27.0;27.0;46.0;41.0;30.0;29.0;27.0;26.0;47.0;51.0;26.0;23.0;52.0;26.0;22.0;X;X;X;1;X;X;1;2;1;X;2;1;1;1396783;6677;243;63;1.0;118.0;1765;14041;5509994;;XXX1XX121X211;233350
2023-04-23;2259;16;39.0;26.0;35.0;52.0;25.0;23.0;34.0;29.0;37.0;33;31.0;36.0;63;23.0;14.0;48.0;28.0;24.0;34.0;28.0;38.0;62;23.0;15.0;54.0;26.0;20.0;24.0;25.0;51.0;39.0;29.0;32.0;36.0;27.0;37.0;39.0;26.0;35.0;X;1;2;2;1;1;1;1;1;2;2;1;2;6501;208;0;0;375.0;6611.0;50458;225870;9617861;;X122111112212;1016
2023-04-26;2260;17;62.0;21.0;17.0;25.0;24.0;51.0;57.0;24.0;19.0;16;21.0;63.0;46;28.0;26.0;47.0;27.0;26.0;21.0;25.0;54.0;48;28.0;24.0;67.0;22.0;11.0;14.0;21.0;65.0;52.0;26.0;22.0;51.0;25.0;24.0;29.0;26.0;45.0;1;2;2;1;1;1;1;2;1;2;1;2;1;171859;2391;111;31;27.0;549.0;6402;47858;9179872;3.5;1221111212121;106908
2023-04-30;2261;17;59.0;22.0;19.0;11.0;16.0;73.0;54.0;24.0;22.0;67;19.0;14.0;36;27.0;37.0;22.0;24.0;54.0;57.0;24.0;19.0;27;29.0;44.0;19.0;24.0;57.0;39.0;32.0;29.0;41.0;26.0;33.0;36.0;26.0;38.0;40.0;27.0;33.0;1;2;1;1;1;1;1;X;2;1;1;1;X;5147;144;0;0;547.0;10958.0;91643;412125;11107853;;1211111X2111X;2570
2023-05-03;2262;18;79.0;14.0;7.0;75.0;15.0;10.0;51.0;25.0;24.0;34;29.0;37.0;66;20.0;14.0;54.0;26.0;20.0;19.0;25.0;56.0;56;24.0;20.0;27.0;30.0;43.0;31.0;28.0;41.0;36.0;32.0;32.0;41.0;28.0;31.0;43.0;28.0;29.0;1;1;1;X;1;X;2;1;X;X;1;2;1;13797;175;0;0;359.0;7333.0;58430;264897;9001635;4.0;111X1X21XX121;4024
2023-05-07;2263;18;38.0;26.0;36.0;29.0;25.0;46.0;64.0;22.0;14.0;19;23.0;58.0;56;24.0;20.0;42.0;31.0;27.0;63.0;19.0;18.0;35;29.0;36.0;29.0;29.0;42.0;43.0;28.0;29.0;31.0;26.0;43.0;29.0;26.0;45.0;41.0;27.0;32.0;2;1;1;1;1;2;1;2;1;1;2;1;1;105327;1576;85;28;49.0;1072.0;10770;67868;11819160;5.0;2111121211211;60344
2023-05-11;2264;19;54.0;26.0;20.0;45.0;27.0;28.0;59.0;24.0;17.0;63;21.0;16.0;56;26.0;18.0;45.0;32.0;23.0;48.0;27.0;25.0;37;26.0;37.0;52.0;27.0;21.0;60.0;22.0;18.0;65.0;20.0;15.0;34.0;27.0;39.0;40.0;27.0;33.0;X;1;1;2;X;1;2;X;1;1;1;2;X;161992;4716;199;49;8.0;155.0;2002;16713;5112195;;X112X12X1112X;118380
2023-05-14;2265;19;55.0;23.0;22.0;11.0;18.0;71.0;46.0;27.0;27.0;36;27.0;37.0;13;20.0;67.0;65.0;21.0;14.0;58.0;24.0;18.0;43;30.0;27.0;30.0;30.0;40.0;18.0;23.0;59.0;38.0;27.0;35.0;48.0;25.0;27.0;46.0;26.0;28.0;2;2;1;1;2;1;2;1;X;2;X;1;2;29193;557;24;0;77.0;2273.0;28021;172358;8867501;;22112121X2X12;23754
2023-05-18;2266;20;21.0;26.0;53.0;49.0;25.0;26.0;49.0;26.0;25.0;40;29.0;31.0;34;28.0;38.0;22.0;25.0;53.0;53.0;25.0;22.0;57;24.0;19.0;66.0;20.0;14.0;48.0;26.0;26.0;39.0;27.0;34.0;28.0;26.0;46.0;58.0;22.0;20.0;2;1;X;X;2;2;1;1;1;1;1;2;1;1758;43;0;0;1723.0;20615.0;111244;355036;6271161;3.0;21XX221111121;106
2023-05-21;2267;20;76.0;15.0;9.0;52.0;24.0;24.0;33.0;28.0;39.0;62;23.0;15.0;52;26.0;22.0;52.0;26.0;22.0;43.0;27.0;30.0;42;28.0;30.0;69.0;19.0;12.0;30.0;27.0;43.0;34.0;29.0;37.0;15.0;17.0;68.0;35.0;29.0;36.0;1;X;X;1;1;2;2;X;1;1;1;2;X;112738;1417;68;21;36.0;1015.0;11408;75950;10060589;3.5;1XX1122X1112X;40362
2023-05-24;2268;21;26.0;23.0;51.0;27.0;27.0;46.0;39.0;26.0;35.0;23;24.0;53.0;65;20.0;15.0;49.0;29.0;22.0;23.0;26.0;51.0;49;28.0;23.0;63.0;20.0;17.0;58.0;22.0;20.0;26.0;25.0;49.0;33.0;32.0;35.0;29.0;28.0;43.0;X;2;1;X;1;2;X;1;1;1;X;1;1;76940;1988;94;29;17.0;371.0;4265;28331;5159718;;X21X12X111X11;136217
2023-05-28;2269;21;33.0;28.0;39.0;52.0;25.0;23.0;37.0;29.0;34.0;31;30.0;39.0;67;19.0;14.0;45.0;26.0;29.0;29.0;23.0;48.0;12;15.0;73.0;82.0;11.0;7.0;36.0;28.0;36.0;48.0;28.0;24.0;34.0;26.0;40.0;56.0;24.0;20.0;2;1;1;X;1;1;1;2;X;2;2;1;1;115257;2661;103;27;14.0;342.0;4780;37387;6365287;;211X1112X2211;85530
2023-05-31;2270;22;36.0;32.0;32.0;42.0;28.0;30.0;38.0;28.0;34.0;44;27.0;29.0;46;27.0;27.0;51.0;26.0;23.0;36.0;29.0;35.0;59;23.0;18.0;55.0;25.0;20.0;51.0;26.0;23.0;62.0;22.0;16.0;31.0;26.0;43.0;56.0;23.0;21.0;X;1;2;X;1;X;2;2;2;X;X;2;1;550431;19406;824;202;2.0;32.0;411;3485;4342657;;X12X1X222XX21;869256
2023-06-04;2271;22;46.0;27.0;27.0;41.0;29.0;30.0;28.0;27.0;45.0;46;27.0;27.0;51;26.0;23.0;47.0;27.0;26.0;25.0;26.0;49.0;58;23.0;19.0;47.0;26.0;27.0;45.0;27.0;28.0;43.0;29.0;28.0;28.0;27.0;45.0;39.0;26.0;35.0;X;X;X;1;1;1;2;1;X;1;X;2;X;30415;844;43;15;74.0;1503.0;15901;92096;8878822;;XXX11121X1X2X;42988
2023-06-07;2272;23;35.0;30.0;35.0;53.0;26.0;21.0;29.0;25.0;46.0;42;24.0;34.0;22;23.0;55.0;14.0;19.0;67.0;45.0;25.0;30.0;16;19.0;65.0;57.0;22.0;21.0;36.0;30.0;34.0;52.0;25.0;23.0;49.0;27.0;24.0;42.0;31.0;27.0;2;1;2;1;2;2;1;2;X;X;1;1;X;5279;168;0;0;198.0;3503.0;26355;114567;4123300;;21212212XX11X;1154
2023-06-11;2273;23;31.0;27.0;42.0;63.0;22.0;15.0;69.0;19.0;12.0;43;27.0;30.0;59;24.0;17.0;40.0;27.0;33.0;33.0;31.0;36.0;37;30.0;33.0;51.0;25.0;24.0;57.0;23.0;20.0;60.0;23.0;17.0;33.0;28.0;39.0;42.0;27.0;31.0;2;X;1;1;1;1;2;2;1;1;X;X;2;64659;1196;68;24;47.0;965.0;9210;54471;8076293;2.5;2X11112211XX2;41782
2023-06-16;2274;24;73.0;17.0;10.0;75.0;16.0;9.0;44.0;29.0;27.0;27;28.0;45.0;11;18.0;71.0;38.0;30.0;32.0;67.0;20.0;13.0;21;24.0;55.0;56.0;23.0;21.0;47.0;24.0;29.0;45.0;25.0;30.0;41.0;25.0;34.0;35.0;25.0;40.0;1;1;1;2;2;X;2;1;1;1;2;2;2;88106;1271;45;0;12.0;469.0;7073;51193;4170735;;11122X2111222;20666
2023-06-08;2275;24;74.0;16.0;10.0;26.0;25.0;49.0;42.0;25.0;33.0;36;25.0;39.0;50;24.0;26.0;19.0;21.0;60.0;42.0;32.0;26.0;29;32.0;39.0;75.0;16.0;9.0;24.0;27.0;49.0;52.0;27.0;21.0;68.0;21.0;11.0;63.0;23.0;14.0;2;2;X;1;X;X;2;2;1;X;1;X;2;0;126663;2347;369;0.0;7.0;206;2728;6200325;2.0;22X1XX221X1X2;916938
2023-06-20;2276;25;46.0;28.0;26.0;8.0;14.0;78.0;14.0;22.0;64.0;10;18.0;72.0;65;22.0;13.0;7.0;15.0;78.0;16.0;26.0;58.0;60;24.0;16.0;82.0;12.0;6.0;64.0;20.0;16.0;70.0;18.0;12.0;24.0;27.0;49.0;27.0;29.0;44.0;1;2;X;2;1;1;2;2;1;2;2;X;2;477558;3921;176;46;8.0;226.0;2744;21488;6196997;3.0;12X21122122X2;158557
2023-06-24;2277;25;36.0;28.0;36.0;65.0;21.0;14.0;28.0;26.0;46.0;17;21.0;62.0;31;26.0;43.0;42.0;28.0;30.0;62.0;21.0;17.0;40;26.0;34.0;61.0;23.0;16.0;47.0;30.0;23.0;38.0;30.0;32.0;52.0;25.0;23.0;48.0;27.0;25.0;X;1;2;X;1;2;1;1;1;1;1;X;1;41005;1001;47;15;33.0;762.0;8722;56886;5338038;;X12X1211111X1;26486
2023-06-28;2278;26;37.0;27.0;36.0;57.0;23.0;20.0;24.0;25.0;51.0;33;29.0;38.0;20;23.0;57.0;23.0;23.0;54.0;60.0;21.0;19.0;49;24.0;27.0;77.0;14.0;9.0;21.0;22.0;57.0;71.0;16.0;13.0;16.0;19.0;65.0;46.0;24.0;30.0;1;2;2;1;2;2;1;1;1;2;1;X;1;8221;251;15;0;125.0;2308.0;20158;101159;4054142;;12212211121X1;2042
2023-07-02;2279;26;21.0;23.0;56.0;79.0;14.0;7.0;38.0;28.0;34.0;48;26.0;26.0;59;23.0;18.0;76.0;14.0;10.0;38.0;29.0;33.0;57;23.0;20.0;62.0;21.0;17.0;30.0;26.0;44.0;52.0;23.0;25.0;81.0;13.0;6.0;49.0;24.0;27.0;X;1;X;1;2;1;1;2;1;1;X;1;2;108714;2993;117;31;25.0;388.0;5389;42338;8122511;2.0;X1X1211211X12;83450
2023-07-07;2280;27;30.0;27.0;43.0;47.0;25.0;28.0;72.0;17.0;11.0;49;26.0;25.0;62;22.0;16.0;18.0;23.0;59.0;41.0;27.0;32.0;60;24.0;16.0;27.0;26.0;47.0;48.0;26.0;26.0;26.0;27.0;47.0;28.0;27.0;45.0;38.0;28.0;34.0;X;X;X;1;X;X;1;1;2;2;2;2;1;1021111;13395;435;100;1.0;43.0;721;6522;4028054;;XXX1XX1122221;406532
